Well,Sample Name,Target Name,Task,Reporter,Quencher,Cт,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP,EXPFAIL
A1,Sample 1,Ofav,UNKNOWN,SYBR,None,17.15664101,17.04272842,0.161095366,,,,FALSE,0.2,TRUE,3,12,,N,N,N
A2,Sample 2,Ofav,UNKNOWN,SYBR,None,17.20626068,17.18975449,0.023343286,,,,FALSE,0.2,TRUE,3,13,,N,N,N
A3,Sample 3,Ofav,UNKNOWN,SYBR,None,35.80482483,35.80482483,,,,,FALSE,0.2,TRUE,3,31,,N,N,N
A4,Sample 4,Ofav,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,35,,N,N,N
A5,Sample 5,Ofav,UNKNOWN,SYBR,None,33.33306503,33.33306503,,,,,FALSE,0.2,TRUE,3,29,,N,N,N
A6,Sample 6,Ofav,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,39,,N,Y,Y
A7,Sample 7,Ofav,UNKNOWN,SYBR,None,19.09618759,18.75466728,0.482982665,,,,FALSE,0.2,TRUE,3,14,,N,N,N
A8,Sample 8,Ofav,UNKNOWN,SYBR,None,20.43940735,20.3859005,0.075670116,,,,FALSE,0.2,TRUE,3,16,,N,N,N
A9,Sample 9,Ofav,UNKNOWN,SYBR,None,19.81321526,19.65875244,0.218442053,,,,FALSE,0.2,TRUE,3,15,,N,N,N
A10,Sample 10,Ofav,UNKNOWN,SYBR,None,18.95882797,18.64544678,0.443186581,,,,FALSE,0.2,TRUE,3,14,,N,N,N
A11,Sample 11,Ofav,UNKNOWN,SYBR,None,19.06720924,18.84126282,0.319535166,,,,FALSE,0.2,TRUE,3,14,,N,N,N
A12,Sample 12,Ofav,UNKNOWN,SYBR,None,17.95116997,17.63183212,0.451611906,,,,FALSE,0.2,TRUE,3,13,,N,N,N
B1,Sample 1,Ofav,UNKNOWN,SYBR,None,16.92881775,17.04272842,0.161095366,,,,FALSE,0.2,TRUE,3,12,,N,N,N
B2,Sample 2,Ofav,UNKNOWN,SYBR,None,17.17324829,17.18975449,0.023343286,,,,FALSE,0.2,TRUE,3,13,,N,N,N
B3,Sample 3,Ofav,UNKNOWN,SYBR,None,Undetermined,35.80482483,,,,,FALSE,0.2,TRUE,3,39,,N,N,Y
B4,Sample 4,Ofav,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,39,,N,N,Y
B5,Sample 5,Ofav,UNKNOWN,SYBR,None,Undetermined,33.33306503,,,,,FALSE,0.2,TRUE,3,37,,N,N,Y
B6,Sample 6,Ofav,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.2,TRUE,3,39,,N,N,Y
B7,Sample 7,Ofav,UNKNOWN,SYBR,None,18.41314697,18.75466728,0.482982665,,,,FALSE,0.2,TRUE,3,14,,N,N,N
B8,Sample 8,Ofav,UNKNOWN,SYBR,None,20.33239365,20.3859005,0.075670116,,,,FALSE,0.2,TRUE,3,15,,N,N,N
B9,Sample 9,Ofav,UNKNOWN,SYBR,None,19.50429153,19.65875244,0.218442053,,,,FALSE,0.2,TRUE,3,14,,N,N,N
B10,Sample 10,Ofav,UNKNOWN,SYBR,None,18.33206749,18.64544678,0.443186581,,,,FALSE,0.2,TRUE,3,14,,N,N,N
B11,Sample 11,Ofav,UNKNOWN,SYBR,None,18.6153183,18.84126282,0.319535166,,,,FALSE,0.2,TRUE,3,14,,N,N,N
B12,Sample 12,Ofav,UNKNOWN,SYBR,None,17.31249428,17.63183212,0.451611906,,,,FALSE,0.2,TRUE,3,13,,N,N,N
C1,Sample 1,A,UNKNOWN,SYBR,None,35.18288422,35.35502625,0.243442893,,,,FALSE,0.2,TRUE,3,31,,N,N,N
C2,Sample 2,A,UNKNOWN,SYBR,None,35.64154816,35.53445816,0.151448131,,,,FALSE,0.2,TRUE,3,31,,N,N,N
C3,Sample 3,A,UNKNOWN,SYBR,None,30.87491035,30.92325974,0.068377696,,,,FALSE,0.2,TRUE,3,26,,N,N,N
C4,Sample 4,A,UNKNOWN,SYBR,None,28.54171371,28.49905396,0.06033136,,,,FALSE,0.2,TRUE,3,24,,N,N,N
C5,Sample 5,A,UNKNOWN,SYBR,None,30.48736954,31.63497925,1.622965217,,,,FALSE,0.2,TRUE,3,26,,Y,N,N
C6,Sample 6,A,UNKNOWN,SYBR,None,33.5428009,33.04194641,0.708312511,,,,FALSE,0.2,TRUE,3,29,,Y,N,N
