Well,Sample Name,Target Name,Task,Reporter,Quencher,Cт,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,NOAMP,EXPFAIL
A1,Sample 1,Ofav,UNKNOWN,SYBR,None,16.81548691,16.69519615,0.170116812,,,,FALSE,0.1,TRUE,3,13,,N,N,N
A2,Sample 2,Ofav,UNKNOWN,SYBR,None,18.48022842,18.21742249,0.371662378,,,,FALSE,0.1,TRUE,3,14,,N,N,N
A3,Sample 3,Ofav,UNKNOWN,SYBR,None,17.44458008,17.34027481,0.147511274,,,,FALSE,0.1,TRUE,3,13,,N,N,N
A4,Sample 4,Ofav,UNKNOWN,SYBR,None,18.18282318,18.0430603,0.19765456,,,,FALSE,0.1,TRUE,3,15,,N,N,N
A5,Sample 5,Ofav,UNKNOWN,SYBR,None,17.72279739,17.54497147,0.251483828,,,,FALSE,0.1,TRUE,3,13,,N,N,N
A6,Sample 6,Ofav,UNKNOWN,SYBR,None,16.69283676,16.4753952,0.307510138,,,,FALSE,0.1,TRUE,3,13,,N,N,N
A7,Sample 7,Ofav,UNKNOWN,SYBR,None,16.1051178,16.17997551,0.105864793,,,,FALSE,0.1,TRUE,3,13,,N,N,N
A8,Sample 8,Ofav,UNKNOWN,SYBR,None,18.48358345,18.4511795,0.045824751,,,,FALSE,0.1,TRUE,3,14,,N,N,N
A9,Sample 9,Ofav,UNKNOWN,SYBR,None,17.88113022,17.91365242,0.045993339,,,,FALSE,0.1,TRUE,3,14,,N,N,N
A10,Sample 10,Ofav,UNKNOWN,SYBR,None,18.07849884,17.87815094,0.283336073,,,,FALSE,0.1,TRUE,3,14,,N,N,N
A11,Sample 11,Ofav,UNKNOWN,SYBR,None,18.3696785,18.14043427,0.324200302,,,,FALSE,0.1,TRUE,3,15,,N,N,N
A12,Sample 12,Ofav,UNKNOWN,SYBR,None,16.77814293,16.58893967,0.267575175,,,,FALSE,0.1,TRUE,3,12,,N,N,N
B1,Sample 1,Ofav,UNKNOWN,SYBR,None,16.5749054,16.69519615,0.170116812,,,,FALSE,0.1,TRUE,3,13,,N,N,N
B2,Sample 2,Ofav,UNKNOWN,SYBR,None,17.95461845,18.21742249,0.371662378,,,,FALSE,0.1,TRUE,3,15,,N,N,N
B3,Sample 3,Ofav,UNKNOWN,SYBR,None,17.23596764,17.34027481,0.147511274,,,,FALSE,0.1,TRUE,3,13,,N,N,N
B4,Sample 4,Ofav,UNKNOWN,SYBR,None,17.90329742,18.0430603,0.19765456,,,,FALSE,0.1,TRUE,3,14,,N,N,N
B5,Sample 5,Ofav,UNKNOWN,SYBR,None,17.36714554,17.54497147,0.251483828,,,,FALSE,0.1,TRUE,3,13,,N,N,N
B6,Sample 6,Ofav,UNKNOWN,SYBR,None,16.25795174,16.4753952,0.307510138,,,,FALSE,0.1,TRUE,3,13,,N,N,N
B7,Sample 7,Ofav,UNKNOWN,SYBR,None,16.25483322,16.17997551,0.105864793,,,,FALSE,0.1,TRUE,3,13,,N,N,N
B8,Sample 8,Ofav,UNKNOWN,SYBR,None,18.41877747,18.4511795,0.045824751,,,,FALSE,0.1,TRUE,3,15,,N,N,N
B9,Sample 9,Ofav,UNKNOWN,SYBR,None,17.94617462,17.91365242,0.045993339,,,,FALSE,0.1,TRUE,3,15,,N,N,N
B10,Sample 10,Ofav,UNKNOWN,SYBR,None,17.67780113,17.87815094,0.283336073,,,,FALSE,0.1,TRUE,3,14,,N,N,N
B11,Sample 11,Ofav,UNKNOWN,SYBR,None,17.91119003,18.14043427,0.324200302,,,,FALSE,0.1,TRUE,3,14,,N,N,N
B12,Sample 12,Ofav,UNKNOWN,SYBR,None,16.3997345,16.58893967,0.267575175,,,,FALSE,0.1,TRUE,3,12,,N,N,N
C1,Sample 1,A,UNKNOWN,SYBR,None,31.74110603,31.64903831,0.130203411,,,,FALSE,0.1,TRUE,3,28,,N,N,N
C2,Sample 2,A,UNKNOWN,SYBR,None,31.59850693,31.91062355,0.441399574,,,,FALSE,0.1,TRUE,3,27,,N,N,N
C3,Sample 3,A,UNKNOWN,SYBR,None,31.54123306,31.45319176,0.124509208,,,,FALSE,0.1,TRUE,3,28,,N,N,N
C4,Sample 4,A,UNKNOWN,SYBR,None,33.38338852,33.4609375,0.109668121,,,,FALSE,0.1,TRUE,3,29,,N,N,N
C5,Sample 5,A,UNKNOWN,SYBR,None,Undetermined,32.09545898,,,,,FALSE,0.1,TRUE,3,39,,N,Y,Y
C6,Sample 6,A,UNKNOWN,SYBR,None,31.89896965,31.52227402,0.532726705,,,,FALSE,0.1,TRUE,3,28,,Y,N,N
