Date;Time;No.;PAR;F1;F2;F3;Fm'1;Fm'2;Fm'3;Y(II)1;Y(II)2;Y(II)3;
13.06.23;17:44:37;1;0;0.1212;0.1491;0.1408;0.3480;0.4179;0.4120;0.652;0.643;0.658;
