Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;
13.06.23;18:11:00;1;0;0.1212;0.1408;0.1383;0.1442;0.1549;0.1369;0.3842;0.3866;0.4076;0.4071;0.4487;0.4365;0.684;0.636;0.661;0.646;0.655;0.686;
