Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;
01.06.23;18:59:05;1;0;0.1500;0.1383;0.1461;0.1525;0.1755;0.1535;0.3783;0.3592;0.4037;0.4179;0.4526;0.4599;0.603;0.615;0.638;0.635;0.612;0.666;
