Sample.Name,File.Name,A.CT.mean,B.CT.mean,D.CT.mean,Ofav.CT.mean,A.CT.sd,B.CT.sd,D.CT.sd,Ofav.CT.sd,A.reps,B.reps,D.reps,Ofav.reps,A.Ofav,B.Ofav,D.Ofav,TotalSH,logA.SH,logB.SH,logD.SH,logSH,Sample.Plate,TP,Status,Date,Fragment,Sample.ID,Tank,Beaker,Genotype,Colony,Tag,Nutrients,Temp,Disease,Treatment,Origin,Sample,N_T,Disease_Status,Start_Of_Lesion,RanA
Sample 7,ZZ_AP_Plate6Ofav_data.csv,32.37013054,39.80397415,21.34000397,17.04541398,0.685702928,NA,0.224229323,0.528118221,2,1,2,2,5.89E-05,0,0.041032623,0.041091487,-4.230148423,NA,-1.386870723,-1.386248143,Sample 7_ZZ_AP_Plate6Ofav_data.csv,T1,AH,5/15/23,A_303,268,8,81,A,Eevee,303,LN,31,Placebo,LN_31_Placebo,Star Island seawall collapse (June 2022),A_303_T1_AH,LN_31,NA,NA,2
