Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;
12.05.23;18:46:12;1;0;0.1515;0.1349;0.1799;0.1417;0.1373;0.1222;0.1642;0.1926;0.4326;0.4238;0.4848;0.4467;0.3837;0.3959;0.4770;0.5279;0.650;0.682;0.629;0.683;0.642;0.691;0.656;0.635;
