Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;
12.05.23;19:00:32;1;0;0.1662;0.1632;0.1745;0.1461;0.1921;0.1373;0.1628;0.1574;0.4814;0.4360;0.4501;0.4076;0.4443;0.4003;0.4076;0.4296;0.655;0.626;0.612;0.641;0.568;0.657;0.601;0.634;
