Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;
12.05.23;18:47:50;1;0;0.1452;0.1696;0.1544;0.1471;0.1408;0.1623;0.1628;0.2097;0.4492;0.4638;0.4448;0.4721;0.3900;0.4389;0.5064;0.5181;0.677;0.634;0.653;0.688;0.639;0.630;0.679;0.595;
