Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;
12.04.23;18:33:42;1;0;0.1315;0.1452;0.1628;0.1632;0.1530;0.1461;0.1598;0.1642;0.3793;0.3749;0.4198;0.4316;0.4115;0.3705;0.4301;0.4350;0.653;0.613;0.612;0.622;0.628;0.606;0.628;0.622;
