Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;
12.04.23;18:48:31;1;0;0.1632;0.1667;0.1647;0.1828;0.1500;0.1637;0.1755;0.1740;0.3773;0.3988;0.3851;0.4326;0.3930;0.3793;0.4242;0.4286;0.567;0.582;0.572;0.577;0.618;0.568;0.586;0.594;
