Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;
12.04.23;18:42:17;1;0;0.1388;0.1681;0.1652;0.1716;0.1730;0.1496;0.1457;0.1559;0.3387;0.3930;0.4066;0.4198;0.4169;0.3651;0.3539;0.3935;0.590;0.572;0.594;0.591;0.585;0.590;0.588;0.604;
