Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;
12.04.23;18:44:17;1;0;0.1525;0.1681;0.1691;0.1491;0.1598;0.1510;0.1491;0.1535;0.3763;0.3983;0.3949;0.4018;0.3920;0.3700;0.3944;0.3969;0.595;0.578;0.572;0.629;0.592;0.592;0.622;0.613;
