Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;
27.04.23;18:19:56;1;0;0.1701;0.1857;0.1720;0.1755;0.1921;0.1716;0.1447;0.1769;0.3768;0.4130;0.4042;0.3778;0.4125;0.3861;0.3333;0.3959;0.549;0.550;0.574;0.536;0.534;0.556;0.566;0.553;
